"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2014"	"2014"	4403	318857056	1.4
	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2015"	"2015"	4974	321418820	1.5
	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2016"	"2016"	5755	323127513	1.8
	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2017"	"2017"	7259	325719178	2.2
	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2018"	"2018"	8517	327167434	2.6
	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2019"	"2019"	10193	328239523	3.1
	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"2020 "	"2020"	12389	329484123	3.8
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"1999"	"1999"	529659	279040168	189.8
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2000"	"2000"	515204	281421906	183.1
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2001"	"2001"	502189	284968955	176.2
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2002"	"2002"	494382	287625193	171.9
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2003"	"2003"	480028	290107933	165.5
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2004"	"2004"	451326	292805298	154.1
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2005"	"2005"	445687	295516599	150.8
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2006"	"2006"	425425	298379912	142.6
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2007"	"2007"	406351	301231207	134.9
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2008"	"2008"	405309	304093966	133.3
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2009"	"2009"	386324	306771529	125.9
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2010"	"2010"	379559	308745538	122.9
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2011"	"2011"	375295	311591917	120.4
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2012"	"2012"	371469	313914040	118.3
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2013"	"2013"	370213	316128839	117.1
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2014"	"2014"	364593	318857056	114.3
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2015"	"2015"	366801	321418820	114.1
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2016"	"2016"	363452	323127513	112.5
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2017"	"2017"	365914	325719178	112.3
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2018"	"2018"	365744	327167434	111.8
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2019"	"2019"	360900	328239523	110.0
	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"2020 "	"2020"	382820	329484123	116.2
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"1999"	"1999"	199454	279040168	71.5
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2000"	"2000"	192898	281421906	68.5
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2001"	"2001"	184757	284968955	64.8
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2002"	"2002"	179514	287625193	62.4
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2003"	"2003"	170564	290107933	58.8
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2004"	"2004"	156816	292805298	53.6
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2005"	"2005"	151004	295516599	51.1
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2006"	"2006"	141462	298379912	47.4
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2007"	"2007"	132968	301231207	44.1
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2008"	"2008"	133958	304093966	44.1
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2009"	"2009"	125464	306771529	40.9
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2010"	"2010"	122071	308745538	39.5
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2011"	"2011"	119905	311591917	38.5
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2012"	"2012"	117944	313914040	37.6
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2013"	"2013"	116793	316128839	36.9
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2014"	"2014"	114019	318857056	35.8
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2015"	"2015"	114023	321418820	35.5
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2016"	"2016"	111777	323127513	34.6
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2017"	"2017"	110346	325719178	33.9
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2018"	"2018"	108610	327167434	33.2
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2019"	"2019"	104280	328239523	31.8
	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"2020 "	"2020"	109199	329484123	33.1
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"1999"	"1999"	3232	279040168	1.2
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2000"	"2000"	3363	281421906	1.2
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2001"	"2001"	3351	284968955	1.2
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2002"	"2002"	3407	287625193	1.2
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2003"	"2003"	3158	290107933	1.1
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2004"	"2004"	2462	292805298	0.8
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2005"	"2005"	3565	295516599	1.2
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2006"	"2006"	3932	298379912	1.3
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2007"	"2007"	4092	301231207	1.4
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2008"	"2008"	4252	304093966	1.4
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2009"	"2009"	4001	306771529	1.3
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2010"	"2010"	4170	308745538	1.4
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2011"	"2011"	3959	311591917	1.3
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2012"	"2012"	3801	313914040	1.2
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2013"	"2013"	3936	316128839	1.2
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2014"	"2014"	4008	318857056	1.3
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2015"	"2015"	4122	321418820	1.3
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2016"	"2016"	4003	323127513	1.2
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2017"	"2017"	4447	325719178	1.4
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2018"	"2018"	4350	327167434	1.3
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2019"	"2019"	4379	328239523	1.3
	"Other acute ischemic heart diseases (I24)"	"GR113-060"	"2020 "	"2020"	4590	329484123	1.4
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"1999"	"1999"	326973	279040168	117.2
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2000"	"2000"	318943	281421906	113.3
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2001"	"2001"	314081	284968955	110.2
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2002"	"2002"	311461	287625193	108.3
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2003"	"2003"	306306	290107933	105.6
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2004"	"2004"	292048	292805298	99.7
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2005"	"2005"	291118	295516599	98.5
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2006"	"2006"	280031	298379912	93.9
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2007"	"2007"	269291	301231207	89.4
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2008"	"2008"	267099	304093966	87.8
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2009"	"2009"	256859	306771529	83.7
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2010"	"2010"	253318	308745538	82.0
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2011"	"2011"	251431	311591917	80.7
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2012"	"2012"	249724	313914040	79.6
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2013"	"2013"	249484	316128839	78.9
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2014"	"2014"	246566	318857056	77.3
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2015"	"2015"	248656	321418820	77.4
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2016"	"2016"	247672	323127513	76.6
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2017"	"2017"	251121	325719178	77.1
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2018"	"2018"	252784	327167434	77.3
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2019"	"2019"	252241	328239523	76.8
	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"2020 "	"2020"	269031	329484123	81.7
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"1999"	"1999"	71926	279040168	25.8
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2000"	"2000"	69554	281421906	24.7
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2001"	"2001"	68103	284968955	23.9
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2002"	"2002"	68129	287625193	23.7
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2003"	"2003"	67232	290107933	23.2
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2004"	"2004"	63661	292805298	21.7
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2005"	"2005"	62799	295516599	21.3
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2006"	"2006"	61030	298379912	20.5
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2007"	"2007"	59051	301231207	19.6
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2008"	"2008"	58625	304093966	19.3
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2009"	"2009"	57043	306771529	18.6
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2010"	"2010"	57438	308745538	18.6
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2011"	"2011"	58911	311591917	18.9
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2012"	"2012"	59135	313914040	18.8
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2013"	"2013"	59475	316128839	18.8
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2014"	"2014"	60119	318857056	18.9
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2015"	"2015"	60538	321418820	18.8
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2016"	"2016"	62514	323127513	19.3
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2017"	"2017"	63270	325719178	19.4
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2018"	"2018"	64926	327167434	19.8
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2019"	"2019"	65992	328239523	20.1
	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"2020 "	"2020"	77128	329484123	23.4
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"1999"	"1999"	255047	279040168	91.4
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2000"	"2000"	249389	281421906	88.6
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2001"	"2001"	245978	284968955	86.3
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2002"	"2002"	243332	287625193	84.6
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2003"	"2003"	239074	290107933	82.4
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2004"	"2004"	228387	292805298	78.0
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2005"	"2005"	228319	295516599	77.3
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2006"	"2006"	219001	298379912	73.4
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2007"	"2007"	210240	301231207	69.8
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2008"	"2008"	208474	304093966	68.6
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2009"	"2009"	199816	306771529	65.1
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2010"	"2010"	195880	308745538	63.4
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2011"	"2011"	192520	311591917	61.8
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2012"	"2012"	190589	313914040	60.7
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2013"	"2013"	190009	316128839	60.1
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2014"	"2014"	186447	318857056	58.5
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2015"	"2015"	188118	321418820	58.5
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2016"	"2016"	185158	323127513	57.3
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2017"	"2017"	187851	325719178	57.7
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2018"	"2018"	187858	327167434	57.4
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2019"	"2019"	186249	328239523	56.7
	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"2020 "	"2020"	191903	329484123	58.2
	"Other heart diseases (I26-I51)"	"GR113-064"	"1999"	"1999"	165828	279040168	59.4
	"Other heart diseases (I26-I51)"	"GR113-064"	"2000"	"2000"	165428	281421906	58.8
	"Other heart diseases (I26-I51)"	"GR113-064"	"2001"	"2001"	166949	284968955	58.6
	"Other heart diseases (I26-I51)"	"GR113-064"	"2002"	"2002"	169540	287625193	58.9
	"Other heart diseases (I26-I51)"	"GR113-064"	"2003"	"2003"	169984	290107933	58.6
	"Other heart diseases (I26-I51)"	"GR113-064"	"2004"	"2004"	166275	292805298	56.8
	"Other heart diseases (I26-I51)"	"GR113-064"	"2005"	"2005"	170585	295516599	57.7
	"Other heart diseases (I26-I51)"	"GR113-064"	"2006"	"2006"	170248	298379912	57.1
	"Other heart diseases (I26-I51)"	"GR113-064"	"2007"	"2007"	172748	301231207	57.3
	"Other heart diseases (I26-I51)"	"GR113-064"	"2008"	"2008"	173115	304093966	56.9
	"Other heart diseases (I26-I51)"	"GR113-064"	"2009"	"2009"	173827	306771529	56.7
	"Other heart diseases (I26-I51)"	"GR113-064"	"2010"	"2010"	178658	308745538	57.9
	"Other heart diseases (I26-I51)"	"GR113-064"	"2011"	"2011"	180907	311591917	58.1
	"Other heart diseases (I26-I51)"	"GR113-064"	"2012"	"2012"	186158	313914040	59.3
	"Other heart diseases (I26-I51)"	"GR113-064"	"2013"	"2013"	196460	316128839	62.1
	"Other heart diseases (I26-I51)"	"GR113-064"	"2014"	"2014"	203350	318857056	63.8
	"Other heart diseases (I26-I51)"	"GR113-064"	"2015"	"2015"	217007	321418820	67.5
	"Other heart diseases (I26-I51)"	"GR113-064"	"2016"	"2016"	218766	323127513	67.7
	"Other heart diseases (I26-I51)"	"GR113-064"	"2017"	"2017"	223441	325719178	68.6
	"Other heart diseases (I26-I51)"	"GR113-064"	"2018"	"2018"	226036	327167434	69.1
	"Other heart diseases (I26-I51)"	"GR113-064"	"2019"	"2019"	228946	328239523	69.7
	"Other heart diseases (I26-I51)"	"GR113-064"	"2020 "	"2020"	232176	329484123	70.5
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"1999"	"1999"	1116	279040168	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2000"	"2000"	1172	281421906	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2001"	"2001"	1178	284968955	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2002"	"2002"	1154	287625193	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2003"	"2003"	1245	290107933	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2004"	"2004"	1196	292805298	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2005"	"2005"	1209	295516599	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2006"	"2006"	1216	298379912	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2007"	"2007"	1225	301231207	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2008"	"2008"	1180	304093966	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2009"	"2009"	1167	306771529	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2010"	"2010"	1103	308745538	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2011"	"2011"	1171	311591917	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2012"	"2012"	1214	313914040	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2013"	"2013"	1255	316128839	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2014"	"2014"	1299	318857056	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2015"	"2015"	1337	321418820	0.4
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2016"	"2016"	1481	323127513	0.5
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2017"	"2017"	1519	325719178	0.5
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2018"	"2018"	1657	327167434	0.5
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2019"	"2019"	1645	328239523	0.5
	"Acute and subacute endocarditis (I33)"	"GR113-065"	"2020 "	"2020"	1772	329484123	0.5
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"1999"	"1999"	890	279040168	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2000"	"2000"	767	281421906	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2001"	"2001"	839	284968955	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2002"	"2002"	848	287625193	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2003"	"2003"	868	290107933	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2004"	"2004"	779	292805298	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2005"	"2005"	864	295516599	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2006"	"2006"	816	298379912	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2007"	"2007"	867	301231207	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2008"	"2008"	827	304093966	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2009"	"2009"	847	306771529	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2010"	"2010"	776	308745538	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2011"	"2011"	817	311591917	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2012"	"2012"	807	313914040	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2013"	"2013"	872	316128839	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2014"	"2014"	900	318857056	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2015"	"2015"	926	321418820	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2016"	"2016"	921	323127513	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2017"	"2017"	944	325719178	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2018"	"2018"	988	327167434	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2019"	"2019"	1036	328239523	0.3
	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	"2020 "	"2020"	1114	329484123	0.3
	"Heart failure (I50)"	"GR113-067"	"1999"	"1999"	54913	279040168	19.7
	"Heart failure (I50)"	"GR113-067"	"2000"	"2000"	55704	281421906	19.8
	"Heart failure (I50)"	"GR113-067"	"2001"	"2001"	56934	284968955	20.0
	"Heart failure (I50)"	"GR113-067"	"2002"	"2002"	56494	287625193	19.6
	"Heart failure (I50)"	"GR113-067"	"2003"	"2003"	57448	290107933	19.8
	"Heart failure (I50)"	"GR113-067"	"2004"	"2004"	57120	292805298	19.5
	"Heart failure (I50)"	"GR113-067"	"2005"	"2005"	58933	295516599	19.9
	"Heart failure (I50)"	"GR113-067"	"2006"	"2006"	60337	298379912	20.2
	"Heart failure (I50)"	"GR113-067"	"2007"	"2007"	56565	301231207	18.8
	"Heart failure (I50)"	"GR113-067"	"2008"	"2008"	56830	304093966	18.7
	"Heart failure (I50)"	"GR113-067"	"2009"	"2009"	56410	306771529	18.4
	"Heart failure (I50)"	"GR113-067"	"2010"	"2010"	57757	308745538	18.7
	"Heart failure (I50)"	"GR113-067"	"2011"	"2011"	58309	311591917	18.7
	"Heart failure (I50)"	"GR113-067"	"2012"	"2012"	60341	313914040	19.2
	"Heart failure (I50)"	"GR113-067"	"2013"	"2013"	65120	316128839	20.6
	"Heart failure (I50)"	"GR113-067"	"2014"	"2014"	68626	318857056	21.5
	"Heart failure (I50)"	"GR113-067"	"2015"	"2015"	75251	321418820	23.4
	"Heart failure (I50)"	"GR113-067"	"2016"	"2016"	78356	323127513	24.2
	"Heart failure (I50)"	"GR113-067"	"2017"	"2017"	80480	325719178	24.7
	"Heart failure (I50)"	"GR113-067"	"2018"	"2018"	83616	327167434	25.6
